song_name,url,title,channel,duration,view_count,selection_score,selection_reason,video_id
淘金小鎮,https://www.youtube.com/watch?v=SW3OQ0ijUCI,Jay Chou 周杰倫【Gold Rush Town 淘金小鎮】Official Music Video,周杰倫 Jay Chou,267,10094020,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,SW3OQ0ijUCI
湘女多情,https://www.youtube.com/watch?v=V4icndlWcPo,Jay Chou 周杰倫 【湘女多情】The girl from Hunan Lyric Video,杰威爾歌詞MV頻道JVR Lyric MV,237,25107,121,label-lyric-channel;lyric-video;song-length;views-tiebreaker,V4icndlWcPo
火車叨位去,https://www.youtube.com/watch?v=K5qKpFLWaoA,周杰倫 Jay Chou【火車叨位去 The Train's Destination】Official MV,周杰倫 Jay Chou,278,2382079,172,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,K5qKpFLWaoA
烏克麗麗,https://www.youtube.com/watch?v=-QqpEvN2Xd8,周杰倫 Jay Chou【烏克麗麗 Ukulele】Official MV,周杰倫 Jay Chou,179,10708974,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,-QqpEvN2Xd8
無雙,https://www.youtube.com/watch?v=IYiIL2ZgOK4,周杰倫 Jay Chou【無雙 Incomparable】-Official Music Video,周杰倫 Jay Chou,234,2125172,171,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,IYiIL2ZgOK4
煙花易冷,https://www.youtube.com/watch?v=COMHDRqAvYE,周杰倫 Jay Chou【煙花易冷 Fade Away】Official MV,周杰倫 Jay Chou,267,24662562,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,COMHDRqAvYE
爸我回來了,https://www.youtube.com/watch?v=nhyT8HDT4lg,"周杰倫 Jay Chou【爸 我回來了 Dad, I'm home】Official MV",周杰倫 Jay Chou,230,3737020,176,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,nhyT8HDT4lg
爺爺泡的茶,https://www.youtube.com/watch?v=LdPjnubLRN0,周杰倫 Jay Chou【爺爺泡的茶 Grandpa's Tea】Official MV,周杰倫 Jay Chou,243,9235750,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,LdPjnubLRN0
牛仔很忙,https://www.youtube.com/watch?v=9o20U91aJdg,周杰倫 Jay Chou【牛仔很忙 Cowboy on the Run】-Official Music Video,周杰倫 Jay Chou,169,5820999,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,9o20U91aJdg
牛仔很忙官方完整,https://www.youtube.com/watch?v=jLkTp5CR7UU,周杰倫【牛仔很忙 官方完整MV】Jay Chou  Cowboy On The Run  MV Niu Zi Hen Mang [4K],杰威爾歌詞MV頻道JVR Lyric MV,169,1181,107,label-lyric-channel;quality-marker;song-length;views-tiebreaker,jLkTp5CR7UU
珊瑚海,https://www.youtube.com/watch?v=kYhh1PpsOg4,周杰倫 Jay Chou【珊瑚海 Coral Sea (feat. 梁心頤 Lara)】-Official Music Video,周杰倫 Jay Chou,264,50797008,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,kYhh1PpsOg4
琴傷,https://www.youtube.com/watch?v=yHoadRoVF-U,周杰倫 Jay Chou【琴傷 Piano of Sorrow】Official MV,周杰倫 Jay Chou,200,3473993,175,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,yHoadRoVF-U
甜甜的,https://www.youtube.com/watch?v=mm8T-lBXQXA,周杰倫 Jay Chou【甜甜的 Sweet】-Official Music Video,周杰倫 Jay Chou,242,6545873,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,mm8T-lBXQXA
療傷燒肉粽,https://www.youtube.com/watch?v=Aa5j0_61Xfo,周杰倫 Jay Chou【療傷燒肉粽 Healing Rice Dumpling】Official MV,周杰倫 Jay Chou,192,6158033,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,Aa5j0_61Xfo
白色風車,https://www.youtube.com/watch?v=K9CbHZLXPIA,周杰倫 Jay Chou【白色風車 White Windmill】-Official Music Video,周杰倫 Jay Chou,292,20553311,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,K9CbHZLXPIA
皮影戲,https://www.youtube.com/watch?v=qeW7xypeu6o,周杰倫 Jay Chou【皮影戲 Shadow Play】Official MV,周杰倫 Jay Chou,214,2598466,173,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,qeW7xypeu6o
稻香,https://www.youtube.com/watch?v=sHD_z90ZKV0,周杰倫 Jay Chou【稻香 Rice Field】-Official Music Video,周杰倫 Jay Chou,224,71173072,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,sHD_z90ZKV0
稻香搖滾版,https://www.youtube.com/watch?v=_8OdiGdWJec,周杰倫 JAY CHOU【稻香Remix搖滾版 Rice Field Rock Remix】Official MV,周杰倫 Jay Chou,145,661556,165,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,_8OdiGdWJec
竊愛,https://www.youtube.com/watch?v=6ZeE3vgwQSI,周杰倫 Jay Chou【竊愛 Stolen Love】Official MV,周杰倫 Jay Chou,205,6597014,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,6ZeE3vgwQSI
等你下課,https://www.youtube.com/watch?v=QQucPUfXUQQ,周杰倫Jay Chou(ジェイ・チョウ)【等你下課Waiting For You (with 楊瑞代 Gary)】(君を待っている) Official MV,周杰倫 Jay Chou,270,12216682,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,QQucPUfXUQQ
算什麼男人,https://www.youtube.com/watch?v=v489sYYjtHI,周杰倫 Jay Chou【算什麼男人 What Kind of Man】Official MV (ft. 林依晨),周杰倫 Jay Chou,288,118608908,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,v489sYYjtHI
簡單愛,https://www.youtube.com/watch?v=Y4xCVlyCvX4,周杰倫 Jay Chou【簡單愛 Simple Love】Official MV,周杰倫 Jay Chou,270,15958569,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,Y4xCVlyCvX4
米蘭小鐵匠,https://www.youtube.com/watch?v=KmaqqnLGUG0,周杰倫 Jay Chou【米蘭小鐵匠 Little Blacksmith in Milan】Official MV,周杰倫 Jay Chou,241,3430317,175,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,KmaqqnLGUG0
粉色海洋,https://www.youtube.com/watch?v=F_dGEjzRG_Y,周杰倫 Jay Chou【粉色海洋 Pink Ocean】Official MV,周杰倫 Jay Chou,182,12459360,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,F_dGEjzRG_Y
紅塵客棧,https://www.youtube.com/watch?v=L6joGUdc6y4,周杰倫 Jay Chou【紅塵客棧 Hong-Chen Inn】Official MV,周杰倫 Jay Chou,276,44981794,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,L6joGUdc6y4
紅模仿,https://www.youtube.com/watch?v=LL50Fu4UvG0,周杰倫 Jay Chou【紅模仿 Moulin Rouge】-Official Music Video,周杰倫 Jay Chou,185,6133702,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,LL50Fu4UvG0
紅顏如霜,https://www.youtube.com/watch?v=APgx1k-2Tqc,周杰倫 JAY CHOU ft. JABBAWOCKEEZ【紅顏如霜 Cold Hearted】Official MV,周杰倫 Jay Chou,258,22722588,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,APgx1k-2Tqc
給我一首歌的時間,https://www.youtube.com/watch?v=wt0RKW3aC84,周杰倫 Jay Chou【給我一首歌的時間 Give me the Time of One Song】-Official Music Video,周杰倫 Jay Chou,254,82450309,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,wt0RKW3aC84
美人魚,https://www.youtube.com/watch?v=nHtW9w12uYc,周杰倫 Jay Chou【美人魚 Mermaid】Official MV,周杰倫 Jay Chou,215,7283173,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,nHtW9w12uYc
聖誕星,https://www.youtube.com/watch?v=IXuhdnB2dAY,周杰倫 JAY CHOU (feat. 楊瑞代) 【聖誕星 Christmas Star】Official MV,周杰倫 Jay Chou,183,8826370,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,IXuhdnB2dAY
聽媽媽的話,https://www.youtube.com/watch?v=_B8RaLCNUZw,周杰倫 Jay Chou【聽媽媽的話 Listen to Mom】-Official Music Video,周杰倫 Jay Chou,266,62094038,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,_B8RaLCNUZw
聽爸爸的話,https://www.youtube.com/watch?v=eS2T9IiOYbc,周杰倫 Jay Chou【聽爸爸的話 Listen to Dad】Official MV,周杰倫 Jay Chou,273,41281636,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,eS2T9IiOYbc
聽見下雨的聲音,https://www.youtube.com/watch?v=zqKoXPHhmsM,周杰倫 Jay Chou【聽見下雨的聲音 Rhythm of the Rain】Official MV,周杰倫 Jay Chou,284,105072922,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,zqKoXPHhmsM
自導自演,https://www.youtube.com/watch?v=pbyWurQZ948,周杰倫 Jay Chou【自導自演 Self-directed Act】Official MV,周杰倫 Jay Chou,268,3211813,174,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,pbyWurQZ948
花海,https://www.youtube.com/watch?v=q1ww6bDjfiI,周杰倫 Jay Chou【花海 Floral Sea】-Official Music Video,周杰倫 Jay Chou,264,16977070,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,q1ww6bDjfiI
英雄,https://www.youtube.com/watch?v=oQqM30Oh-Pk,周杰倫 Jay Chou【英雄 Hero】Official MV,周杰倫 Jay Chou,199,438292,163,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,oQqM30Oh-Pk
菊花台,https://www.youtube.com/watch?v=PdjbRvvJAzg,周杰倫 Jay Chou【菊花台 Chrysanthemum Terrace】-Official Music Video,周杰倫 Jay Chou,296,37625883,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,PdjbRvvJAzg
蒲公英的約定,https://www.youtube.com/watch?v=VitJnr3IySc,周杰倫 Jay Chou【蒲公英的約定 A Dandelion's Promise】-Official Music Video,周杰倫 Jay Chou,248,34389206,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,VitJnr3IySc
藉口,https://www.youtube.com/watch?v=KcK8WurGpEQ,周杰倫 Jay Chou【藉口 Excuse】-Official Music Video,周杰倫 Jay Chou,270,36645478,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,KcK8WurGpEQ
藍色風暴,https://www.youtube.com/watch?v=P7ItYKdY0WU,周杰倫 Jay Chou【藍色風暴 Blue Storm】-Official Music Video,周杰倫 Jay Chou,289,2849306,173,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,P7ItYKdY0WU
蘭亭序,https://www.youtube.com/watch?v=s5Xl5MXboas,周杰倫 Jay Chou【蘭亭序 Lan-Ting-Xu】-Official Music Video,周杰倫 Jay Chou,266,25438486,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,s5Xl5MXboas
蛇舞,https://www.youtube.com/watch?v=aO9SU-w8hnM,周杰倫 Jay Chou【蛇舞 Snake Dance】-Official Music Video,周杰倫 Jay Chou,175,2564566,173,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,aO9SU-w8hnM
蝸牛,https://www.youtube.com/watch?v=H7pOrQEnc3c,周杰倫 Jay Chou【蝸牛 Snail】Official MV,周杰倫 Jay Chou,240,3006494,174,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,H7pOrQEnc3c
西西里,https://www.youtube.com/watch?v=2VGwf6rGy6E,Jay Chou 周杰倫 【 西西里】Sicily Lyric Video,杰威爾歌詞MV頻道JVR Lyric MV,228,53681,122,label-lyric-channel;lyric-video;song-length;views-tiebreaker,2VGwf6rGy6E
說了再見,https://www.youtube.com/watch?v=KKsioz-zaZY,周杰倫 Jay Chou【說了再見 Say Goodbye】Official MV,周杰倫 Jay Chou,288,70484908,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,KKsioz-zaZY
說好不哭,https://www.youtube.com/watch?v=HK7SPnGSxLM,周杰倫 Jay Chou【說好不哭 Won't Cry】with 五月天阿信 (Mayday Ashin) Official MV,周杰倫 Jay Chou,232,90100891,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,HK7SPnGSxLM
說好的幸福呢,https://www.youtube.com/watch?v=mLFhTFiX0uM,周杰倫 Jay Chou【說好的幸福呢 The Promised Love】-Official Music Video,周杰倫 Jay Chou,257,78466803,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,mLFhTFiX0uM
說走就走,https://www.youtube.com/watch?v=NH43WjeoVgs,周杰倫 Jay Chou【 說走就走 Let's Go】Official MV,周杰倫 Jay Chou,265,9817917,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,NH43WjeoVgs
誰稀罕,https://www.youtube.com/watch?v=a7ziV-RjqBo,Jay Chou 周杰倫【Who Cares 誰稀罕】Official Music Video,周杰倫 Jay Chou,263,4486658,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,a7ziV-RjqBo
超人不會飛,https://www.youtube.com/watch?v=4j0Fgmsxr-o,周杰倫 Jay Chou【超人不會飛 Superman Can't Fly】Official MV,周杰倫 Jay Chou,303,16632246,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,4j0Fgmsxr-o
超跑女神,https://www.youtube.com/watch?v=CllkiAZajJI,周杰倫 Jay Chou【超跑女神 Sports Car Model】Official MV,周杰倫 Jay Chou,153,5947059,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,CllkiAZajJI
跨時代,https://www.youtube.com/watch?v=-WkecBaA4z8,周杰倫 Jay Chou【跨時代 The Era】Official MV,周杰倫 Jay Chou,218,3194474,174,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,-WkecBaA4z8
軌跡,https://www.youtube.com/watch?v=SdBwt6pyNwE,周杰倫 Jay Chou【 軌跡 Tracks】Official MV,周杰倫 Jay Chou,326,25303310,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,SdBwt6pyNwE
迷迭香,https://www.youtube.com/watch?v=K0Myfz5phlY,周杰倫 Jay Chou【迷迭香 Rosemary】-Official Music Video,周杰倫 Jay Chou,261,6282491,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,K0Myfz5phlY
迷魂曲,https://www.youtube.com/watch?v=rFxBQWh7ZOQ,周杰倫 Jay Chou【迷魂曲 Enchanting Melody】Official MV,周杰倫 Jay Chou,228,2254010,172,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,rFxBQWh7ZOQ
退後,https://www.youtube.com/watch?v=0-4mm0e2h44,周杰倫 Jay Chou【退後 A Step Back】-Official Music Video,周杰倫 Jay Chou,303,28183649,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,0-4mm0e2h44
逆鱗,https://www.youtube.com/watch?v=jD0c4QY7L8s,周杰倫 Jay Chou【逆鱗 Against】-Official Music Video,周杰倫 Jay Chou,252,2488278,172,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,jD0c4QY7L8s
還在流浪,https://www.youtube.com/watch?v=BSlMAJ7SkMA,周杰倫 Jay Chou【還在流浪 Still Wandering】Official MV,周杰倫 Jay Chou,265,23256794,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,BSlMAJ7SkMA
那天下雨了,https://www.youtube.com/watch?v=lkxWU9dURuc,Jay Chou 周杰倫 【那天下雨了】The day it rained Lyric Video,杰威爾歌詞MV頻道JVR Lyric MV,220,244558,124,label-lyric-channel;lyric-video;song-length;views-tiebreaker,lkxWU9dURuc
鄉間的路,https://www.youtube.com/watch?v=XAhKFiPqGRQ,Jay Chou 周杰倫【Country Road 鄉間的路】Official Music Video,周杰倫 Jay Chou,213,3719371,176,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,XAhKFiPqGRQ
錯過的煙火,https://www.youtube.com/watch?v=9tN1xixvYOc,周杰倫 Jay Chou【錯過的煙火 You Are The Firework I Missed】Official MV,周杰倫 Jay Chou,255,13662567,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,9tN1xixvYOc
開不了口,https://www.youtube.com/watch?v=H7hpK6cm-6k,周杰倫 Jay Chou【開不了口 I Find It Hard To Say】Official MV,周杰倫 Jay Chou,293,37308107,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,H7hpK6cm-6k
陽光宅男,https://www.youtube.com/watch?v=qQ7g1tfEGFc,周杰倫 Jay Chou【陽光宅男 Sunshine Nerd】-Official Music Video,周杰倫 Jay Chou,222,17581571,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,qQ7g1tfEGFc
陽明山,https://www.youtube.com/watch?v=BZlFlBnwfOQ,周杰倫 Jay Chou【陽明山 Yang-Ming Mountain】Official MV (ft. Henry Link),周杰倫 Jay Chou,155,6073623,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,BZlFlBnwfOQ
雙刀,https://www.youtube.com/watch?v=T4qPsRLjGCY,周杰倫 Jay Chou 【雙刀 Double Blade】-Official Music Video,周杰倫 Jay Chou,372,1412776,168,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,T4qPsRLjGCY
雙截棍,https://www.youtube.com/watch?v=OR-0wptI_u0,周杰倫 Jay Chou【雙截棍 Nunchucks】Official MV,周杰倫 Jay Chou,205,8404056,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,OR-0wptI_u0
雨下一整晚,https://www.youtube.com/watch?v=jOxzAsnx9-0,周杰倫 Jay Chou【雨下一整晚 Rain All Night】Official MV,周杰倫 Jay Chou,268,6462678,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,jOxzAsnx9-0
霍元甲,https://www.youtube.com/watch?v=wr-6wwt8RXk,周杰倫 Jay Chou【霍元甲 Fearless】-Official Music Video,周杰倫 Jay Chou,278,35100535,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,wr-6wwt8RXk
青花瓷,https://www.youtube.com/watch?v=Z8Mqw0b9ADs,周杰倫 Jay Chou【青花瓷 Blue and White Porcelain】-Official Music Video,周杰倫 Jay Chou,244,73852161,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,Z8Mqw0b9ADs
鞋子特大號,https://www.youtube.com/watch?v=syYc5dydzmE,周杰倫 Jay Chou【鞋子特大號 Extra Large Shoes】Official MV,周杰倫 Jay Chou,223,12046921,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,syYc5dydzmE
飄移,https://www.youtube.com/watch?v=X2njc8is50o,周杰倫 Jay Chou【飄移 Drift】(頭文字Dの実写版)-Official Music Video,周杰倫 Jay Chou,231,12716522,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,X2njc8is50o
驚嘆號,https://www.youtube.com/watch?v=JNS-KT_iwmg,周杰倫 Jay Chou【驚嘆號 Exclamation Point】Official MV,周杰倫 Jay Chou,239,4271430,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,JNS-KT_iwmg
髮如雪,https://www.youtube.com/watch?v=aaM7qG2ycjk,周杰倫 Jay Chou【髮如雪 Hair White as Snow】-Official Music Video,周杰倫 Jay Chou,302,63635999,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,aaM7qG2ycjk
鬥牛,https://www.youtube.com/watch?v=npiAxeLtHDM,周杰倫 Jay Chou【鬥牛 Basketball Match】-Official Music Video,周杰倫 Jay Chou,290,2740198,173,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,npiAxeLtHDM
魔術先生,https://www.youtube.com/watch?v=UXwHuKmuhW8,周杰倫 Jay Chou【魔術先生Magician】-Official Music Video,周杰倫 Jay Chou,184,2009441,171,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,UXwHuKmuhW8
麥烝瑋,https://www.youtube.com/watch?v=mamQvkO6lyU,Jay Chou 周杰倫【麥烝瑋 Mai】-Official Music Video,周杰倫 Jay Chou,255,426649,163,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,mamQvkO6lyU
麥芽糖,https://www.youtube.com/watch?v=Hq47d-ouX_Y,周杰倫 Jay Chou【麥芽糖 Malt Candy】-Official Music Video,周杰倫 Jay Chou,261,2671565,173,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,Hq47d-ouX_Y
黃金甲,https://www.youtube.com/watch?v=DuErkkiCaZU,周杰倫 Jay Chou【黃金甲 Golden Armor】-Official Music Video,周杰倫 Jay Chou,220,4323020,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,DuErkkiCaZU
黑色幽默,https://www.youtube.com/watch?v=wRT-5heURhY,周杰倫 Jay Chou【黑色幽默 Dark Humor】-Official Music Video,周杰倫 Jay Chou,285,12726609,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,wRT-5heURhY
黑色毛衣,https://www.youtube.com/watch?v=bX33UI9ZPLk,周杰倫 Jay Chou【黑色毛衣 Black Sweater】-Official Music Video,周杰倫 Jay Chou,254,21951148,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,bX33UI9ZPLk
龍戰騎士,https://www.youtube.com/watch?v=6VRioN8euIs,周杰倫 Jay Chou【龍戰騎士 Dragon Rider】-Official Music Video,周杰倫 Jay Chou,322,3490219,175,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,6VRioN8euIs
龍拳,https://www.youtube.com/watch?v=_byK6M95hTc,周杰倫 Jay Chou【龍拳 Dragon Fist】Official MV,周杰倫 Jay Chou,279,3417048,175,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,_byK6M95hTc
龍捲風,https://www.youtube.com/watch?v=RPWDeLqsN0g,周杰倫 Jay Chou【龍捲風 Tornado】-Official Music Video,周杰倫 Jay Chou,255,25572313,177,official-channel;official-mv;quality-marker;song-length;views-tiebreaker,RPWDeLqsN0g
